Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
75,Logan,2050,20278,-54,150,243,40,Projection
77,Mesa,2050,188565,639,1171,3308,2776,Projection
79,Mineral,2050,873,-6,4,15,5,Projection
81,Moffat,2050,12989,-13,134,108,-39,Projection
83,Montezuma,2050,26667,-16,164,384,204,Projection
85,Montrose,2050,51573,113,399,738,452,Projection
87,Morgan,2050,33862,130,367,356,119,Projection
89,Otero,2050,15235,-119,138,194,-63,Projection
91,Ouray,2050,5938,57,39,60,79,Projection
93,Park,2050,20409,24,142,250,132,Projection
95,Phillips,2050,4418,-6,45,44,-7,Projection
97,Pitkin,2050,16743,29,109,82,2,Projection
99,Prowers,2050,11230,-45,101,128,-18,Projection
101,Pueblo,2050,169787,-302,892,2922,1729,Projection
103,Rio Blanco,2050,5540,-51,28,55,-24,Projection
105,Rio Grande,2050,9395,-124,69,126,-67,Projection
107,Routt,2050,28775,45,218,305,132,Projection
109,Saguache,2050,6873,4,48,96,52,Projection
111,San Juan,2050,850,1,5,6,1,Projection
113,San Miguel,2050,9715,44,81,38,1,Projection
115,Sedgwick,2050,2146,0,20,26,7,Projection
117,Summit,2050,34348,104,260,125,-31,Projection
119,Teller,2050,25779,85,163,411,333,Projection
121,Washington,2050,4026,-36,33,43,-26,Projection
123,Weld,2050,539546,6153,5120,4501,5534,Projection
125,Yuma,2050,9605,-37,110,101,-47,Projection
0,Colorado,2051,7241028,35981,63244,66348,39086,Projection
1,Adams,2051,717862,5723,7096,6353,4981,Projection
3,Alamosa,2051,17460,24,170,190,43,Projection
5,Arapahoe,2051,829537,5598,8518,6556,3636,Projection
7,Archuleta,2051,17411,131,98,196,229,Projection
9,Baca,2051,3305,-1,34,37,2,Projection
11,Bent,2051,5356,-20,24,56,12,Projection
13,Boulder,2051,361120,210,2542,3577,1245,Projection
14,Broomfield,2051,108571,1077,732,954,1300,Projection
15,Chaffee,2051,21932,-56,114,329,159,Projection
17,Cheyenne,2051,1504,-16,14,18,-12,Projection
19,Clear Creek,2051,10043,13,85,89,18,Projection
21,Conejos,2051,7584,-18,73,79,-13,Projection
23,Costilla,2051,3139,-24,20,47,4,Projection
25,Crowley,2051,5941,16,36,45,25,Projection
27,Custer,2051,6847,68,51,89,106,Projection
29,Delta,2051,37350,150,261,571,459,Projection
31,Denver,2051,835949,1689,7942,6226,-28,Projection
33,Dolores,2051,2088,2,15,17,3,Projection
35,Douglas,2051,554506,3954,4154,4800,4600,Projection
37,Eagle,2051,69016,574,606,230,198,Projection
39,Elbert,2051,33976,-32,252,340,55,Projection
41,El Paso,2051,971610,5987,9458,7008,3537,Projection
43,Fremont,2051,51591,183,295,658,546,Projection
45,Garfield,2051,83660,499,828,714,385,Projection
47,Gilpin,2051,6854,29,55,59,33,Projection
49,Grand,2051,19168,89,156,94,27,Projection
51,Gunnison,2051,19788,92,147,111,56,Projection
53,Hinsdale,2051,743,1,6,5,0,Projection
55,Huerfano,2051,5504,-37,35,98,26,Projection
57,Jackson,2051,1040,-7,8,12,-3,Projection
59,Jefferson,2051,624856,1042,5316,6241,1967,Projection
61,Kiowa,2051,1295,-5,14,16,-3,Projection
63,Kit Carson,2051,7238,11,70,69,11,Projection
65,Lake,2051,8816,32,95,47,-16,Projection
67,La Plata,2051,62813,216,436,799,579,Projection
69,Larimer,2051,447058,2385,3342,4616,3659,Projection
71,Las Animas,2051,11053,-190,66,177,-78,Projection
73,Lincoln,2051,5691,5,40,48,13,Projection
75,Logan,2051,20221,-57,146,243,40,Projection
77,Mesa,2051,189192,627,1187,3337,2776,Projection
79,Mineral,2051,868,-6,4,15,5,Projection
81,Moffat,2051,12976,-13,133,107,-39,Projection
83,Montezuma,2051,26650,-17,162,383,204,Projection
85,Montrose,2051,51682,109,398,741,452,Projection
87,Morgan,2051,33989,127,365,357,119,Projection
89,Otero,2051,15115,-120,136,192,-63,Projection
91,Ouray,2051,5995,58,39,60,79,Projection
93,Park,2051,20433,24,142,249,130,Projection
95,Phillips,2051,4411,-7,44,44,-7,Projection
97,Pitkin,2051,16771,29,109,82,2,Projection
99,Prowers,2051,11184,-46,99,127,-18,Projection
101,Pueblo,2051,169509,-278,885,2942,1779,Projection
103,Rio Blanco,2051,5489,-51,27,55,-24,Projection
105,Rio Grande,2051,9270,-125,67,125,-67,Projection
107,Routt,2051,28817,42,215,305,132,Projection
109,Saguache,2051,6878,4,47,96,53,Projection
111,San Juan,2051,851,1,5,5,1,Projection
113,San Miguel,2051,9757,42,79,38,1,Projection
115,Sedgwick,2051,2147,1,20,26,7,Projection
117,Summit,2051,34451,103,259,125,-31,Projection
119,Teller,2051,25863,84,163,413,333,Projection
121,Washington,2051,3989,-37,32,43,-26,Projection
123,Weld,2051,545677,6131,5168,4571,5534,Projection
125,Yuma,2051,9567,-39,108,100,-47,Projection
0,Colorado,2052,7276550,35521,63194,66757,39085,Projection
1,Adams,2052,723533,5671,7115,6425,4981,Projection
3,Alamosa,2052,17483,24,169,189,43,Projection
5,Arapahoe,2052,835097,5560,8519,6594,3636,Projection
7,Archuleta,2052,17540,130,98,197,229,Projection
9,Baca,2052,3305,0,34,36,2,Projection
11,Bent,2052,5336,-20,24,56,12,Projection
13,Boulder,2052,361274,154,2506,3598,1245,Projection
14,Broomfield,2052,109656,1085,751,966,1300,Projection
15,Chaffee,2052,21876,-56,113,328,159,Projection
17,Cheyenne,2052,1488,-16,14,18,-12,Projection
19,Clear Creek,2052,10057,14,85,89,18,Projection
21,Conejos,2052,7566,-18,73,78,-13,Projection
23,Costilla,2052,3116,-23,20,47,4,Projection
25,Crowley,2052,5958,16,36,45,25,Projection
27,Custer,2052,6916,69,52,89,106,Projection
29,Delta,2052,37500,150,261,570,459,Projection
31,Denver,2052,837572,1623,7902,6251,-28,Projection
33,Dolores,2052,2090,2,15,17,3,Projection
35,Douglas,2052,558303,3796,4136,4889,4550,Projection
37,Eagle,2052,69584,568,603,232,198,Projection
39,Elbert,2052,33945,-31,254,340,55,Projection
41,El Paso,2052,977553,5943,9451,7044,3537,Projection
43,Fremont,2052,51773,182,295,659,546,Projection
45,Garfield,2052,84149,489,821,717,385,Projection
47,Gilpin,2052,6883,29,55,59,33,Projection
49,Grand,2052,19258,90,156,93,27,Projection
51,Gunnison,2052,19880,92,147,111,56,Projection
53,Hinsdale,2052,743,1,6,5,0,Projection
55,Huerfano,2052,5469,-35,34,95,26,Projection
57,Jackson,2052,1033,-7,8,12,-3,Projection
59,Jefferson,2052,625882,1027,5295,6235,1967,Projection
61,Kiowa,2052,1290,-5,14,15,-3,Projection
63,Kit Carson,2052,7249,10,69,69,11,Projection
65,Lake,2052,8848,32,95,47,-16,Projection
67,La Plata,2052,63029,216,437,800,579,Projection
69,Larimer,2052,449406,2348,3327,4638,3659,Projection
71,Las Animas,2052,10866,-187,64,174,-78,Projection
73,Lincoln,2052,5696,4,40,48,13,Projection
75,Logan,2052,20162,-59,143,242,40,Projection
77,Mesa,2052,189814,622,1207,3361,2776,Projection
79,Mineral,2052,862,-6,4,15,5,Projection
81,Moffat,2052,12962,-13,132,106,-39,Projection
83,Montezuma,2052,26634,-17,161,381,204,Projection
85,Montrose,2052,51789,107,398,743,452,Projection
87,Morgan,2052,34115,126,364,358,119,Projection
89,Otero,2052,14996,-119,134,190,-63,Projection
91,Ouray,2052,6053,58,39,60,79,Projection
93,Park,2052,20457,24,143,246,128,Projection
95,Phillips,2052,4404,-7,44,44,-7,Projection
97,Pitkin,2052,16800,28,108,82,2,Projection
99,Prowers,2052,11137,-46,97,126,-18,Projection
101,Pueblo,2052,169263,-246,884,2960,1829,Projection
103,Rio Blanco,2052,5437,-52,26,54,-24,Projection
105,Rio Grande,2052,9146,-124,65,123,-67,Projection
107,Routt,2052,28857,40,213,305,132,Projection
109,Saguache,2052,6883,5,47,95,54,Projection
111,San Juan,2052,851,1,5,5,1,Projection
113,San Miguel,2052,9798,41,78,39,1,Projection
115,Sedgwick,2052,2148,1,20,25,7,Projection
117,Summit,2052,34553,102,258,125,-31,Projection
119,Teller,2052,25947,84,164,413,333,Projection
121,Washington,2052,3953,-37,31,42,-26,Projection
123,Weld,2052,551797,6120,5226,4640,5534,Projection
125,Yuma,2052,9527,-39,107,100,-47,Projection
0,Colorado,2053,7311632,35082,63155,67156,39084,Projection
1,Adams,2053,729151,5617,7133,6497,4981,Projection
3,Alamosa,2053,17507,24,168,188,43,Projection
5,Arapahoe,2053,840623,5525,8522,6633,3636,Projection
7,Archuleta,2053,17669,129,98,199,229,Projection
9,Baca,2053,3305,0,34,36,2,Projection
11,Bent,2053,5315,-21,23,56,12,Projection
13,Boulder,2053,361376,102,2474,3617,1245,Projection
14,Broomfield,2053,110745,1089,767,978,1300,Projection
15,Chaffee,2053,21820,-56,112,327,159,Projection
17,Cheyenne,2053,1472,-16,14,18,-12,Projection
19,Clear Creek,2053,10073,15,85,88,18,Projection
21,Conejos,2053,7548,-18,72,77,-13,Projection
23,Costilla,2053,3093,-23,19,46,4,Projection
25,Crowley,2053,5974,17,36,45,25,Projection
27,Custer,2053,6985,69,52,89,106,Projection
29,Delta,2053,37650,151,262,570,459,Projection
31,Denver,2053,839133,1561,7869,6280,-28,Projection
33,Dolores,2053,2092,2,15,16,3,Projection
35,Douglas,2053,561945,3643,4119,4976,4500,Projection
37,Eagle,2053,70147,563,600,235,198,Projection
39,Elbert,2053,33915,-30,255,340,55,Projection
41,El Paso,2053,983451,5899,9447,7086,3537,Projection
43,Fremont,2053,51955,182,295,659,546,Projection
45,Garfield,2053,84629,479,814,720,385,Projection
47,Gilpin,2053,6913,30,56,59,33,Projection
49,Grand,2053,19350,92,156,91,27,Projection
51,Gunnison,2053,19973,92,148,112,56,Projection
53,Hinsdale,2053,743,0,5,5,0,Projection
55,Huerfano,2053,5435,-34,34,93,26,Projection
57,Jackson,2053,1026,-7,8,12,-3,Projection
59,Jefferson,2053,626896,1014,5274,6227,1967,Projection
61,Kiowa,2053,1285,-5,13,15,-3,Projection
63,Kit Carson,2053,7259,10,68,69,11,Projection
65,Lake,2053,8880,32,95,47,-16,Projection
67,La Plata,2053,63245,216,438,802,579,Projection
69,Larimer,2053,451723,2317,3314,4656,3659,Projection
71,Las Animas,2053,10681,-185,63,170,-78,Projection
73,Lincoln,2053,5699,4,39,48,13,Projection
75,Logan,2053,20101,-61,140,242,40,Projection
77,Mesa,2053,190436,622,1227,3382,2776,Projection
79,Mineral,2053,856,-6,4,15,5,Projection
81,Moffat,2053,12949,-13,131,105,-39,Projection
83,Montezuma,2053,26618,-16,159,380,204,Projection
85,Montrose,2053,51895,106,398,744,452,Projection
87,Morgan,2053,34239,124,363,358,119,Projection
89,Otero,2053,14876,-119,132,188,-63,Projection
91,Ouray,2053,6112,59,40,60,79,Projection
93,Park,2053,20482,25,143,244,126,Projection
95,Phillips,2053,4397,-7,44,43,-7,Projection
97,Pitkin,2053,16828,28,108,82,2,Projection
99,Prowers,2053,11091,-47,96,125,-18,Projection
101,Pueblo,2053,169052,-211,886,2975,1879,Projection
103,Rio Blanco,2053,5386,-52,25,53,-24,Projection
105,Rio Grande,2053,9022,-124,63,121,-67,Projection
107,Routt,2053,28894,37,211,305,132,Projection
109,Saguache,2053,6889,6,47,95,54,Projection
111,San Juan,2053,852,1,5,5,1,Projection
113,San Miguel,2053,9837,40,77,39,1,Projection
115,Sedgwick,2053,2150,2,20,25,7,Projection
117,Summit,2053,34653,100,258,127,-31,Projection
119,Teller,2053,26032,85,165,413,333,Projection
121,Washington,2053,3916,-37,31,42,-26,Projection
123,Weld,2053,557900,6103,5279,4710,5534,Projection
125,Yuma,2053,9487,-40,106,99,-47,Projection
0,Colorado,2054,7346256,34624,63132,67541,39033,Projection
1,Adams,2054,734713,5562,7149,6568,4981,Projection
3,Alamosa,2054,17531,24,168,187,43,Projection
5,Arapahoe,2054,846119,5496,8530,6670,3636,Projection
7,Archuleta,2054,17796,127,98,200,229,Projection
9,Baca,2054,3305,0,34,35,2,Projection
11,Bent,2054,5294,-21,23,56,12,Projection
13,Boulder,2054,361429,53,2445,3637,1245,Projection
14,Broomfield,2054,111834,1089,779,990,1300,Projection
15,Chaffee,2054,21764,-56,112,326,159,Projection
17,Cheyenne,2054,1456,-16,13,17,-12,Projection
19,Clear Creek,2054,10089,17,86,87,18,Projection
21,Conejos,2054,7530,-18,72,76,-13,Projection
23,Costilla,2054,3071,-22,19,45,4,Projection
25,Crowley,2054,5991,17,36,44,25,Projection
27,Custer,2054,7055,70,53,89,106,Projection
29,Delta,2054,37801,151,262,570,459,Projection
31,Denver,2054,840639,1506,7842,6308,-28,Projection
33,Dolores,2054,2094,2,15,16,3,Projection
35,Douglas,2054,565437,3491,4102,5061,4450,Projection
37,Eagle,2054,70707,559,598,237,198,Projection
39,Elbert,2054,33886,-29,256,340,55,Projection
41,El Paso,2054,989309,5857,9452,7132,3537,Projection
43,Fremont,2054,52136,181,294,659,546,Projection
45,Garfield,2054,85100,471,809,723,385,Projection
47,Gilpin,2054,6944,31,56,58,33,Projection
49,Grand,2054,19443,93,157,90,27,Projection
51,Gunnison,2054,20064,92,148,112,56,Projection
53,Hinsdale,2054,743,0,5,5,0,Projection
55,Huerfano,2054,5403,-32,33,92,26,Projection
57,Jackson,2054,1020,-7,8,12,-3,Projection
59,Jefferson,2054,627904,1008,5255,6214,1967,Projection
61,Kiowa,2054,1281,-5,13,15,-3,Projection
63,Kit Carson,2054,7268,10,67,68,11,Projection
65,Lake,2054,8912,32,95,47,-16,Projection
67,La Plata,2054,63462,217,440,801,579,Projection
69,Larimer,2054,454008,2285,3300,4673,3659,Projection
71,Las Animas,2054,10498,-183,61,166,-78,Projection
73,Lincoln,2054,5703,4,38,48,14,Projection
75,Logan,2054,20038,-63,138,241,40,Projection
77,Mesa,2054,191060,625,1246,3398,2776,Projection
79,Mineral,2054,851,-5,4,15,5,Projection
81,Moffat,2054,12935,-13,130,105,-39,Projection
83,Montezuma,2054,26601,-17,158,378,204,Projection
85,Montrose,2054,52001,105,398,745,452,Projection
87,Morgan,2054,34360,121,361,359,119,Projection
89,Otero,2054,14757,-119,130,186,-63,Projection
91,Ouray,2054,6171,59,40,60,79,Projection
93,Park,2054,20508,26,143,241,124,Projection
95,Phillips,2054,4390,-7,43,43,-7,Projection
97,Pitkin,2054,16856,28,107,82,2,Projection
99,Prowers,2054,11043,-47,95,124,-18,Projection
101,Pueblo,2054,168829,-223,888,2990,1879,Projection
103,Rio Blanco,2054,5334,-52,25,52,-24,Projection
105,Rio Grande,2054,8898,-124,62,119,-67,Projection
107,Routt,2054,28929,35,208,305,132,Projection
109,Saguache,2054,6897,7,47,95,55,Projection
111,San Juan,2054,853,1,5,5,1,Projection
113,San Miguel,2054,9876,38,76,39,1,Projection
115,Sedgwick,2054,2152,2,20,24,7,Projection
117,Summit,2054,34752,99,257,127,-31,Projection
119,Teller,2054,26118,86,165,412,333,Projection
121,Washington,2054,3878,-37,30,41,-26,Projection
123,Weld,2054,563984,6084,5328,4778,5534,Projection
125,Yuma,2054,9445,-41,104,99,-47,Projection
0,Colorado,2055,7380464,34209,63123,67922,39007,Projection
1,Adams,2055,740218,5505,7165,6640,4981,Projection
3,Alamosa,2055,17555,24,167,186,43,Projection
5,Arapahoe,2055,851589,5470,8543,6709,3636,Projection
7,Archuleta,2055,17922,126,99,202,229,Projection
9,Baca,2055,3306,1,34,35,2,Projection
11,Bent,2055,5272,-22,22,56,12,Projection
13,Boulder,2055,361442,13,2419,3652,1245,Projection
14,Broomfield,2055,112917,1084,788,1004,1300,Projection
15,Chaffee,2055,21709,-55,111,325,159,Projection
17,Cheyenne,2055,1440,-16,13,17,-12,Projection
19,Clear Creek,2055,10107,18,86,86,18,Projection
21,Conejos,2055,7513,-18,71,75,-13,Projection
23,Costilla,2055,3049,-22,19,45,4,Projection
25,Crowley,2055,6008,17,36,44,25,Projection
27,Custer,2055,7125,71,53,89,106,Projection
29,Delta,2055,37953,152,262,569,459,Projection
31,Denver,2055,842093,1454,7822,6341,-28,Projection
33,Dolores,2055,2096,2,15,16,3,Projection
35,Douglas,2055,568781,3344,4086,5141,4400,Projection
37,Eagle,2055,71262,556,597,239,198,Projection
39,Elbert,2055,33857,-29,256,340,55,Projection
41,El Paso,2055,995129,5820,9464,7180,3537,Projection
43,Fremont,2055,52317,180,294,659,546,Projection
45,Garfield,2055,85564,464,804,725,385,Projection
47,Gilpin,2055,6976,32,57,58,33,Projection
49,Grand,2055,19538,95,157,90,27,Projection
51,Gunnison,2055,20156,91,148,113,56,Projection
53,Hinsdale,2055,743,0,5,5,0,Projection
55,Huerfano,2055,5372,-31,33,90,26,Projection
57,Jackson,2055,1013,-7,8,11,-3,Projection
59,Jefferson,2055,628907,1003,5238,6201,1967,Projection
61,Kiowa,2055,1276,-5,13,15,-3,Projection
63,Kit Carson,2055,7277,9,66,68,11,Projection
65,Lake,2055,8945,32,95,47,-16,Projection
67,La Plata,2055,63680,218,441,802,579,Projection
69,Larimer,2055,456262,2254,3284,4689,3659,Projection
71,Las Animas,2055,10318,-180,60,162,-78,Projection
73,Lincoln,2055,5707,3,37,48,14,Projection
75,Logan,2055,19974,-64,136,240,40,Projection
77,Mesa,2055,191688,628,1264,3412,2776,Projection
79,Mineral,2055,846,-5,4,14,5,Projection
81,Moffat,2055,12922,-13,129,104,-39,Projection
83,Montezuma,2055,26584,-17,156,377,204,Projection
85,Montrose,2055,52106,105,398,745,452,Projection
87,Morgan,2055,34479,119,359,359,119,Projection
89,Otero,2055,14638,-119,128,185,-63,Projection
91,Ouray,2055,6231,60,40,59,79,Projection
93,Park,2055,20535,27,143,238,122,Projection
95,Phillips,2055,4383,-7,43,43,-7,Projection
97,Pitkin,2055,16884,28,107,81,2,Projection
99,Prowers,2055,10995,-48,93,123,-18,Projection
101,Pueblo,2055,168621,-208,892,3005,1904,Projection
103,Rio Blanco,2055,5282,-52,24,52,-24,Projection
105,Rio Grande,2055,8773,-124,60,117,-67,Projection
107,Routt,2055,28963,34,207,305,132,Projection
109,Saguache,2055,6905,8,46,94,56,Projection
111,San Juan,2055,855,1,5,5,1,Projection
113,San Miguel,2055,9914,38,76,39,1,Projection
115,Sedgwick,2055,2155,3,20,24,7,Projection
117,Summit,2055,34850,98,256,127,-31,Projection
119,Teller,2055,26205,87,165,412,333,Projection
121,Washington,2055,3841,-38,29,41,-26,Projection
123,Weld,2055,570042,6058,5372,4848,5534,Projection
125,Yuma,2055,9403,-42,103,98,-47,Projection
0,Colorado,2056,7414254,33790,63121,68313,38981,Projection
1,Adams,2056,745663,5445,7178,6714,4981,Projection
3,Alamosa,2056,17579,24,167,185,43,Projection
5,Arapahoe,2056,857038,5450,8562,6748,3636,Projection
7,Archuleta,2056,18047,125,99,203,229,Projection
9,Baca,2056,3306,1,33,35,2,Projection
11,Bent,2056,5250,-22,22,56,12,Projection
13,Boulder,2056,361412,-30,2397,3672,1245,Projection
14,Broomfield,2056,113991,1074,793,1019,1300,Projection
15,Chaffee,2056,21654,-55,110,324,159,Projection
17,Cheyenne,2056,1424,-16,13,17,-12,Projection
19,Clear Creek,2056,10126,19,86,85,18,Projection
21,Conejos,2056,7496,-17,70,75,-13,Projection
23,Costilla,2056,3027,-22,18,44,4,Projection
25,Crowley,2056,6025,17,37,44,25,Projection
27,Custer,2056,7197,71,54,89,106,Projection
29,Delta,2056,38106,153,262,568,459,Projection
31,Denver,2056,843495,1403,7808,6377,-28,Projection
33,Dolores,2056,2098,2,15,16,3,Projection
35,Douglas,2056,571979,3198,4069,5221,4350,Projection
37,Eagle,2056,71817,554,597,241,198,Projection
39,Elbert,2056,33827,-29,255,339,55,Projection
41,El Paso,2056,1000910,5780,9477,7234,3537,Projection
43,Fremont,2056,52496,180,293,660,546,Projection
45,Garfield,2056,86023,459,801,727,385,Projection
47,Gilpin,2056,7009,33,57,57,33,Projection
49,Grand,2056,19634,96,158,89,27,Projection
51,Gunnison,2056,20246,90,148,114,56,Projection
53,Hinsdale,2056,742,-1,5,5,0,Projection
55,Huerfano,2056,5343,-29,33,88,26,Projection
57,Jackson,2056,1007,-6,8,11,-3,Projection
59,Jefferson,2056,629908,1001,5221,6188,1967,Projection
61,Kiowa,2056,1271,-5,13,15,-3,Projection
63,Kit Carson,2056,7286,9,65,67,11,Projection
65,Lake,2056,8978,33,96,47,-16,Projection
67,La Plata,2056,63899,219,442,803,579,Projection
69,Larimer,2056,458484,2222,3268,4704,3659,Projection
71,Las Animas,2056,10140,-178,59,159,-78,Projection
73,Lincoln,2056,5709,3,36,47,14,Projection
75,Logan,2056,19908,-65,134,239,40,Projection
77,Mesa,2056,192320,632,1280,3424,2776,Projection
79,Mineral,2056,841,-5,4,14,5,Projection
81,Moffat,2056,12909,-13,129,103,-39,Projection
83,Montezuma,2056,26567,-17,155,375,204,Projection
85,Montrose,2056,52211,105,397,744,452,Projection
87,Morgan,2056,34596,117,357,359,119,Projection
89,Otero,2056,14519,-119,127,183,-63,Projection
91,Ouray,2056,6292,60,41,59,79,Projection
93,Park,2056,20563,28,143,235,120,Projection
95,Phillips,2056,4376,-7,43,43,-7,Projection
97,Pitkin,2056,16913,29,107,80,2,Projection
