Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
65,Lake,2042,8464,50,103,45,-7,Projection
67,La Plata,2042,61003,188,412,734,510,Projection
69,Larimer,2042,424445,2673,3378,4191,3486,Projection
71,Las Animas,2042,12764,-174,78,200,-53,Projection
73,Lincoln,2042,5652,2,41,49,10,Projection
75,Logan,2042,20586,-27,168,238,42,Projection
77,Mesa,2042,183158,830,1155,2915,2590,Projection
79,Mineral,2042,916,-4,4,14,5,Projection
81,Moffat,2042,13048,1,148,111,-36,Projection
83,Montezuma,2042,26877,-36,179,379,165,Projection
85,Montrose,2042,50289,234,409,678,503,Projection
87,Morgan,2042,32886,126,371,339,94,Projection
89,Otero,2042,16158,-114,155,208,-61,Projection
91,Ouray,2042,5537,39,37,58,61,Projection
93,Park,2042,20162,45,135,237,147,Projection
95,Phillips,2042,4468,-5,48,44,-9,Projection
97,Pitkin,2042,16564,6,113,78,-29,Projection
99,Prowers,2042,11571,-40,112,131,-21,Projection
101,Pueblo,2042,172453,-308,1034,2671,1329,Projection
103,Rio Blanco,2042,5936,-47,35,59,-23,Projection
105,Rio Grande,2042,10227,-79,82,136,-25,Projection
107,Routt,2042,28141,129,225,276,180,Projection
109,Saguache,2042,6849,4,51,94,47,Projection
111,San Juan,2042,842,1,5,6,2,Projection
113,San Miguel,2042,9246,78,90,35,23,Projection
115,Sedgwick,2042,2147,-1,20,29,8,Projection
117,Summit,2042,33394,136,265,115,-15,Projection
119,Teller,2042,25312,29,161,385,253,Projection
121,Washington,2042,4303,-33,36,44,-25,Projection
123,Weld,2042,491095,6051,4765,3851,5137,Projection
125,Yuma,2042,9812,-10,116,102,-25,Projection
0,Colorado,2043,6927917,43485,64903,61239,39822,Projection
1,Adams,2043,670424,6154,7214,5676,4616,Projection
3,Alamosa,2043,17244,32,183,190,40,Projection
5,Arapahoe,2043,782766,6151,8623,6059,3587,Projection
7,Archuleta,2043,16316,144,99,183,228,Projection
9,Baca,2043,3316,-2,35,40,3,Projection
11,Bent,2043,5507,-20,28,55,7,Projection
13,Boulder,2043,356106,1246,2810,3293,1728,Projection
14,Broomfield,2043,100366,964,508,844,1300,Projection
15,Chaffee,2043,22256,-12,118,316,186,Projection
17,Cheyenne,2043,1608,-8,17,19,-6,Projection
19,Clear Creek,2043,9853,39,78,92,53,Projection
21,Conejos,2043,7696,-6,81,84,-3,Projection
23,Costilla,2043,3328,-23,22,51,6,Projection
25,Crowley,2043,5818,14,35,44,22,Projection
27,Custer,2043,6332,58,45,85,99,Projection
29,Delta,2043,36130,152,268,550,434,Projection
31,Denver,2043,820748,2256,8435,5970,-209,Projection
33,Dolores,2043,2078,1,15,18,4,Projection
35,Douglas,2043,518113,5333,4291,3957,5000,Projection
37,Eagle,2043,64087,668,629,207,246,Projection
39,Elbert,2043,34246,-31,239,315,45,Projection
41,El Paso,2043,917232,7998,10053,6594,4540,Projection
43,Fremont,2043,50342,109,305,647,451,Projection
45,Garfield,2043,78348,884,882,657,659,Projection
47,Gilpin,2043,6631,29,52,58,34,Projection
49,Grand,2043,18436,101,162,97,35,Projection
51,Gunnison,2043,19037,97,140,106,63,Projection
53,Hinsdale,2043,733,1,7,5,-1,Projection
55,Huerfano,2043,5868,-56,37,111,18,Projection
57,Jackson,2043,1096,-5,9,13,-1,Projection
59,Jefferson,2043,613695,1846,5483,6056,2418,Projection
61,Kiowa,2043,1334,-5,14,17,-3,Projection
63,Kit Carson,2043,7156,7,76,71,3,Projection
65,Lake,2043,8512,48,102,46,-8,Projection
67,La Plata,2043,61185,182,417,747,513,Projection
69,Larimer,2043,427035,2590,3382,4261,3469,Projection
71,Las Animas,2043,12586,-178,77,199,-56,Projection
73,Lincoln,2043,5655,3,42,49,10,Projection
75,Logan,2043,20558,-28,168,240,43,Projection
77,Mesa,2043,183889,731,1141,2978,2568,Projection
79,Mineral,2043,911,-5,4,14,5,Projection
81,Moffat,2043,13047,-1,146,111,-36,Projection
83,Montezuma,2043,26838,-39,177,381,165,Projection
85,Montrose,2043,50499,210,407,689,491,Projection
87,Morgan,2043,33006,120,372,342,91,Projection
89,Otero,2043,16044,-113,152,207,-59,Projection
91,Ouray,2043,5579,42,37,59,63,Projection
93,Park,2043,20203,41,136,241,145,Projection
95,Phillips,2043,4463,-5,48,44,-9,Projection
97,Pitkin,2043,16574,10,113,79,-24,Projection
99,Prowers,2043,11531,-40,111,131,-20,Projection
101,Pueblo,2043,172126,-327,1005,2711,1379,Projection
103,Rio Blanco,2043,5889,-47,35,59,-23,Projection
105,Rio Grande,2043,10143,-84,81,136,-29,Projection
107,Routt,2043,28256,116,225,281,172,Projection
109,Saguache,2043,6852,3,50,95,48,Projection
111,San Juan,2043,843,1,5,6,2,Projection
113,San Miguel,2043,9319,73,89,35,19,Projection
115,Sedgwick,2043,2146,-1,20,29,8,Projection
117,Summit,2043,33529,135,266,117,-14,Projection
119,Teller,2043,25343,31,161,390,260,Projection
121,Washington,2043,4270,-33,36,44,-25,Projection
123,Weld,2043,497040,5945,4787,3940,5099,Projection
125,Yuma,2043,9799,-13,116,102,-27,Projection
0,Colorado,2044,6970471,42554,64700,62086,39940,Projection
1,Adams,2044,676526,6101,7185,5772,4688,Projection
3,Alamosa,2044,17275,30,182,191,40,Projection
5,Arapahoe,2044,788869,6103,8636,6141,3607,Projection
7,Archuleta,2044,16460,144,99,185,229,Projection
9,Baca,2044,3314,-2,35,40,2,Projection
11,Bent,2044,5487,-19,28,55,8,Projection
13,Boulder,2044,357215,1108,2787,3343,1664,Projection
14,Broomfield,2044,101328,962,522,860,1300,Projection
15,Chaffee,2044,22237,-19,118,319,182,Projection
17,Cheyenne,2044,1599,-9,17,19,-7,Projection
19,Clear Creek,2044,9890,37,80,92,49,Projection
21,Conejos,2044,7688,-8,80,83,-5,Projection
23,Costilla,2044,3306,-23,22,51,6,Projection
25,Crowley,2044,5832,14,36,44,23,Projection
27,Custer,2044,6392,60,45,86,101,Projection
29,Delta,2044,36285,154,267,555,442,Projection
31,Denver,2044,822897,2149,8367,6016,-202,Projection
33,Dolores,2044,2079,1,15,18,4,Projection
35,Douglas,2044,523272,5158,4282,4074,4950,Projection
37,Eagle,2044,64745,658,629,210,238,Projection
39,Elbert,2044,34212,-34,239,320,47,Projection
41,El Paso,2044,924972,7740,9965,6665,4440,Projection
43,Fremont,2044,50463,121,304,649,466,Projection
45,Garfield,2044,79189,842,881,667,628,Projection
47,Gilpin,2044,6659,28,53,59,34,Projection
49,Grand,2044,18533,96,161,97,32,Projection
51,Gunnison,2044,19132,96,141,107,62,Projection
53,Hinsdale,2044,735,1,7,5,-1,Projection
55,Huerfano,2044,5813,-54,37,110,19,Projection
57,Jackson,2044,1089,-6,9,13,-2,Projection
59,Jefferson,2044,615515,1820,5485,6104,2439,Projection
61,Kiowa,2044,1329,-5,14,16,-3,Projection
63,Kit Carson,2044,7164,8,75,71,4,Projection
65,Lake,2044,8558,46,101,46,-9,Projection
67,La Plata,2044,61371,186,421,759,524,Projection
69,Larimer,2044,429614,2579,3382,4325,3522,Projection
71,Las Animas,2044,12402,-184,75,197,-62,Projection
73,Lincoln,2044,5658,3,42,49,10,Projection
75,Logan,2044,20528,-30,167,241,44,Projection
77,Mesa,2044,184598,709,1133,3037,2614,Projection
79,Mineral,2044,906,-5,4,14,5,Projection
81,Moffat,2044,13045,-2,144,111,-36,Projection
83,Montezuma,2044,26804,-35,175,383,173,Projection
85,Montrose,2044,50694,196,406,698,488,Projection
87,Morgan,2044,33125,120,372,345,93,Projection
89,Otero,2044,15932,-112,150,205,-58,Projection
91,Ouray,2044,5622,44,37,59,66,Projection
93,Park,2044,20240,37,137,244,144,Projection
95,Phillips,2044,4457,-6,47,44,-9,Projection
97,Pitkin,2044,16587,13,112,79,-20,Projection
99,Prowers,2044,11490,-41,110,131,-20,Projection
101,Pueblo,2044,171786,-341,980,2749,1429,Projection
103,Rio Blanco,2044,5841,-48,34,58,-23,Projection
105,Rio Grande,2044,10053,-90,79,135,-34,Projection
107,Routt,2044,28362,106,226,286,166,Projection
109,Saguache,2044,6855,3,50,95,48,Projection
111,San Juan,2044,844,1,5,6,2,Projection
113,San Miguel,2044,9389,70,88,36,17,Projection
115,Sedgwick,2044,2146,0,20,28,8,Projection
117,Summit,2044,33657,128,265,118,-19,Projection
119,Teller,2044,25380,37,161,395,271,Projection
121,Washington,2044,4236,-34,35,44,-25,Projection
123,Weld,2044,503011,5971,4820,4028,5179,Projection
125,Yuma,2044,9782,-17,116,102,-32,Projection
0,Colorado,2045,7012175,41704,64500,62853,40057,Projection
1,Adams,2045,682588,6062,7164,5864,4763,Projection
3,Alamosa,2045,17304,29,181,192,40,Projection
5,Arapahoe,2045,794906,6037,8639,6216,3615,Projection
7,Archuleta,2045,16601,141,99,187,229,Projection
9,Baca,2045,3311,-2,35,39,2,Projection
11,Bent,2045,5470,-18,27,55,10,Projection
13,Boulder,2045,358185,970,2759,3384,1595,Projection
14,Broomfield,2045,102302,974,550,876,1300,Projection
15,Chaffee,2045,22212,-26,118,322,179,Projection
17,Cheyenne,2045,1588,-11,16,19,-8,Projection
19,Clear Creek,2045,9924,34,81,92,45,Projection
21,Conejos,2045,7679,-10,79,83,-6,Projection
23,Costilla,2045,3282,-23,22,51,6,Projection
25,Crowley,2045,5847,16,36,44,24,Projection
27,Custer,2045,6453,61,46,87,102,Projection
29,Delta,2045,36440,155,266,559,448,Projection
31,Denver,2045,824955,2059,8296,6054,-183,Projection
33,Dolores,2045,2080,0,15,18,3,Projection
35,Douglas,2045,528255,4984,4270,4186,4900,Projection
37,Eagle,2045,65393,648,628,213,233,Projection
39,Elbert,2045,34177,-35,240,324,49,Projection
41,El Paso,2045,932453,7481,9876,6728,4333,Projection
43,Fremont,2045,50595,132,302,651,481,Projection
45,Garfield,2045,79987,797,878,677,596,Projection
47,Gilpin,2045,6687,28,53,59,34,Projection
49,Grand,2045,18627,94,160,97,31,Projection
51,Gunnison,2045,19227,95,142,108,61,Projection
53,Hinsdale,2045,736,1,7,5,-1,Projection
55,Huerfano,2045,5762,-52,37,108,20,Projection
57,Jackson,2045,1083,-6,9,13,-2,Projection
59,Jefferson,2045,617308,1793,5481,6144,2455,Projection
61,Kiowa,2045,1324,-5,14,16,-3,Projection
63,Kit Carson,2045,7173,9,75,71,6,Projection
65,Lake,2045,8602,44,100,46,-9,Projection
67,La Plata,2045,61563,191,425,769,535,Projection
69,Larimer,2045,432192,2578,3381,4381,3578,Projection
71,Las Animas,2045,12214,-188,74,195,-67,Projection
73,Lincoln,2045,5663,5,43,49,11,Projection
75,Logan,2045,20497,-31,165,242,45,Projection
77,Mesa,2045,185292,694,1129,3093,2658,Projection
79,Mineral,2045,901,-5,4,14,5,Projection
81,Moffat,2045,13041,-4,143,110,-37,Projection
83,Montezuma,2045,26773,-31,173,384,179,Projection
85,Montrose,2045,50878,184,405,707,486,Projection
87,Morgan,2045,33245,119,372,348,95,Projection
89,Otero,2045,15819,-113,148,204,-58,Projection
91,Ouray,2045,5669,47,37,59,69,Projection
93,Park,2045,20274,34,138,246,142,Projection
95,Phillips,2045,4450,-7,47,44,-9,Projection
97,Pitkin,2045,16605,18,112,80,-15,Projection
99,Prowers,2045,11448,-42,109,131,-20,Projection
101,Pueblo,2045,171438,-347,957,2784,1479,Projection
103,Rio Blanco,2045,5792,-49,33,58,-24,Projection
105,Rio Grande,2045,9959,-95,78,134,-39,Projection
107,Routt,2045,28459,98,225,291,163,Projection
109,Saguache,2045,6858,3,49,96,49,Projection
111,San Juan,2045,844,1,5,6,2,Projection
113,San Miguel,2045,9454,65,87,36,14,Projection
115,Sedgwick,2045,2146,0,20,28,8,Projection
117,Summit,2045,33782,126,265,120,-19,Projection
119,Teller,2045,25423,44,161,399,282,Projection
121,Washington,2045,4203,-33,35,44,-25,Projection
123,Weld,2045,509019,6007,4863,4112,5257,Projection
125,Yuma,2045,9761,-21,116,102,-35,Projection
0,Colorado,2046,7052721,40547,64295,63546,39797,Projection
1,Adams,2046,688566,5978,7145,5952,4785,Projection
3,Alamosa,2046,17331,27,179,192,40,Projection
5,Arapahoe,2046,800836,5929,8631,6284,3582,Projection
7,Archuleta,2046,16738,137,98,188,227,Projection
9,Baca,2046,3310,-1,35,39,3,Projection
11,Bent,2046,5451,-18,27,56,10,Projection
13,Boulder,2046,358998,813,2726,3424,1511,Projection
14,Broomfield,2046,103303,1001,591,890,1300,Projection
15,Chaffee,2046,22178,-33,117,324,174,Projection
17,Cheyenne,2046,1577,-11,16,19,-8,Projection
19,Clear Creek,2046,9954,30,82,92,40,Projection
21,Conejos,2046,7667,-12,78,82,-7,Projection
23,Costilla,2046,3258,-24,21,50,5,Projection
25,Crowley,2046,5862,15,36,44,23,Projection
27,Custer,2046,6515,62,47,87,102,Projection
29,Delta,2046,36589,149,265,562,446,Projection
31,Denver,2046,826939,1984,8225,6088,-153,Projection
33,Dolores,2046,2080,1,15,17,3,Projection
35,Douglas,2046,533066,4810,4254,4293,4850,Projection
37,Eagle,2046,66028,635,625,215,225,Projection
39,Elbert,2046,34142,-35,242,328,51,Projection
41,El Paso,2046,939626,7173,9781,6784,4176,Projection
43,Fremont,2046,50731,136,301,653,488,Projection
45,Garfield,2046,80730,743,874,685,554,Projection
47,Gilpin,2046,6713,26,53,60,33,Projection
49,Grand,2046,18719,92,159,96,30,Projection
51,Gunnison,2046,19321,93,143,108,59,Projection
53,Hinsdale,2046,736,1,7,5,-1,Projection
55,Huerfano,2046,5712,-50,36,107,20,Projection
57,Jackson,2046,1076,-7,9,13,-3,Projection
59,Jefferson,2046,619048,1740,5472,6174,2442,Projection
61,Kiowa,2046,1319,-5,14,16,-3,Projection
63,Kit Carson,2046,7182,9,74,71,6,Projection
65,Lake,2046,8645,43,99,46,-9,Projection
67,La Plata,2046,61756,193,428,777,542,Projection
69,Larimer,2046,434726,2534,3379,4430,3585,Projection
71,Las Animas,2046,12023,-192,73,193,-72,Projection
73,Lincoln,2046,5668,5,43,49,11,Projection
75,Logan,2046,20463,-34,163,242,46,Projection
77,Mesa,2046,185946,655,1130,3143,2668,Projection
79,Mineral,2046,896,-5,4,14,5,Projection
81,Moffat,2046,13035,-6,141,110,-37,Projection
83,Montezuma,2046,26745,-28,171,384,185,Projection
85,Montrose,2046,51043,165,404,715,476,Projection
87,Morgan,2046,33363,118,372,350,97,Projection
89,Otero,2046,15705,-114,146,202,-59,Projection
91,Ouray,2046,5718,49,37,60,72,Projection
93,Park,2046,20305,31,139,248,140,Projection
95,Phillips,2046,4444,-6,47,44,-8,Projection
97,Pitkin,2046,16628,24,112,80,-8,Projection
99,Prowers,2046,11406,-42,107,130,-20,Projection
101,Pueblo,2046,171091,-348,938,2815,1529,Projection
103,Rio Blanco,2046,5744,-48,32,57,-23,Projection
105,Rio Grande,2046,9858,-101,76,133,-45,Projection
107,Routt,2046,28543,84,225,295,153,Projection
109,Saguache,2046,6860,3,49,96,50,Projection
111,San Juan,2046,846,1,5,6,2,Projection
113,San Miguel,2046,9515,62,86,37,12,Projection
115,Sedgwick,2046,2146,-1,20,28,7,Projection
117,Summit,2046,33903,120,264,121,-22,Projection
119,Teller,2046,25472,49,161,402,290,Projection
121,Washington,2046,4169,-34,35,44,-25,Projection
123,Weld,2046,515021,6003,4912,4193,5283,Projection
125,Yuma,2046,9737,-23,115,102,-37,Projection
0,Colorado,2047,7092143,39421,64072,64217,39566,Projection
1,Adams,2047,694508,5943,7130,6039,4852,Projection
3,Alamosa,2047,17358,27,177,192,42,Projection
5,Arapahoe,2047,806705,5869,8614,6350,3605,Projection
7,Archuleta,2047,16874,137,98,190,229,Projection
9,Baca,2047,3310,-1,35,39,3,Projection
11,Bent,2047,5432,-19,27,56,10,Projection
13,Boulder,2047,359674,676,2690,3459,1445,Projection
14,Broomfield,2047,104324,1020,624,904,1300,Projection
15,Chaffee,2047,22138,-41,116,326,169,Projection
17,Cheyenne,2047,1565,-12,16,19,-9,Projection
19,Clear Creek,2047,9979,25,82,92,34,Projection
21,Conejos,2047,7654,-13,77,82,-9,Projection
23,Costilla,2047,3234,-24,21,50,5,Projection
25,Crowley,2047,5877,15,36,44,24,Projection
27,Custer,2047,6578,63,48,88,104,Projection
29,Delta,2047,36739,150,264,565,451,Projection
31,Denver,2047,828858,1919,8158,6120,-119,Projection
33,Dolores,2047,2082,2,15,17,4,Projection
35,Douglas,2047,537700,4634,4236,4401,4800,Projection
37,Eagle,2047,66652,624,622,218,220,Projection
39,Elbert,2047,34108,-34,244,331,53,Projection
41,El Paso,2047,946525,6899,9695,6838,4042,Projection
43,Fremont,2047,50879,149,299,654,504,Projection
45,Garfield,2047,81424,694,868,693,520,Projection
47,Gilpin,2047,6741,28,54,60,34,Projection
49,Grand,2047,18810,90,158,96,28,Projection
51,Gunnison,2047,19415,94,144,109,59,Projection
53,Hinsdale,2047,738,2,7,5,0,Projection
55,Huerfano,2047,5664,-47,36,105,22,Projection
57,Jackson,2047,1069,-7,9,13,-3,Projection
59,Jefferson,2047,620455,1407,5452,6204,2159,Projection
61,Kiowa,2047,1315,-5,14,16,-3,Projection
63,Kit Carson,2047,7193,10,73,71,8,Projection
65,Lake,2047,8682,37,98,46,-14,Projection
67,La Plata,2047,61955,199,431,784,553,Projection
69,Larimer,2047,437239,2513,3375,4478,3616,Projection
71,Las Animas,2047,11827,-196,71,190,-77,Projection
73,Lincoln,2047,5672,5,43,49,11,Projection
75,Logan,2047,20424,-39,160,243,44,Projection
77,Mesa,2047,186596,650,1135,3192,2707,Projection
79,Mineral,2047,890,-5,4,15,5,Projection
81,Moffat,2047,13025,-9,139,110,-39,Projection
83,Montezuma,2047,26720,-25,170,385,190,Projection
85,Montrose,2047,51195,152,403,722,471,Projection
87,Morgan,2047,33483,120,372,352,101,Projection
89,Otero,2047,15589,-116,145,200,-60,Projection
91,Ouray,2047,5770,52,37,60,74,Projection
93,Park,2047,20334,29,140,249,138,Projection
95,Phillips,2047,4437,-7,46,44,-9,Projection
97,Pitkin,2047,16652,24,112,80,-8,Projection
99,Prowers,2047,11363,-43,106,130,-19,Projection
101,Pueblo,2047,170746,-344,923,2846,1579,Projection
103,Rio Blanco,2047,5693,-50,31,57,-25,Projection
105,Rio Grande,2047,9751,-107,75,131,-50,Projection
107,Routt,2047,28616,73,224,298,147,Projection
109,Saguache,2047,6863,3,49,96,50,Projection
111,San Juan,2047,847,1,5,6,2,Projection
113,San Miguel,2047,9572,56,85,37,9,Projection
115,Sedgwick,2047,2145,0,20,28,8,Projection
117,Summit,2047,34018,115,263,122,-26,Projection
119,Teller,2047,25538,65,161,405,309,Projection
121,Washington,2047,4134,-35,34,44,-26,Projection
123,Weld,2047,521077,6055,4965,4273,5364,Projection
125,Yuma,2047,9709,-28,114,101,-41,Projection
0,Colorado,2048,7130505,38362,63859,64885,39389,Projection
1,Adams,2048,700413,5905,7118,6125,4912,Projection
3,Alamosa,2048,17385,27,176,191,43,Projection
5,Arapahoe,2048,812507,5802,8591,6414,3625,Projection
7,Archuleta,2048,17011,137,98,192,231,Projection
9,Baca,2048,3308,-1,35,38,2,Projection
11,Bent,2048,5414,-18,26,56,12,Projection
13,Boulder,2048,360212,538,2653,3499,1384,Projection
14,Broomfield,2048,105365,1041,660,919,1300,Projection
15,Chaffee,2048,22093,-45,116,328,167,Projection
17,Cheyenne,2048,1551,-14,15,19,-11,Projection
19,Clear Creek,2048,10000,21,83,91,29,Projection
21,Conejos,2048,7638,-16,76,81,-11,Projection
23,Costilla,2048,3211,-24,21,49,5,Projection
25,Crowley,2048,5893,15,36,45,24,Projection
27,Custer,2048,6643,65,48,88,105,Projection
29,Delta,2048,36892,152,263,568,457,Projection
31,Denver,2048,830706,1847,8095,6156,-92,Projection
33,Dolores,2048,2084,2,15,17,4,Projection
35,Douglas,2048,542154,4455,4216,4511,4750,Projection
37,Eagle,2048,67262,610,619,222,213,Projection
39,Elbert,2048,34074,-34,246,334,54,Projection
41,El Paso,2048,953147,6622,9623,6891,3890,Projection
43,Fremont,2048,51045,166,298,656,524,Projection
45,Garfield,2048,82062,638,860,700,478,Projection
47,Gilpin,2048,6770,28,54,60,34,Projection
49,Grand,2048,18899,89,157,96,28,Projection
51,Gunnison,2048,19509,94,145,109,58,Projection
53,Hinsdale,2048,739,1,6,5,-1,Projection
55,Huerfano,2048,5620,-44,36,103,23,Projection
57,Jackson,2048,1062,-7,8,13,-3,Projection
59,Jefferson,2048,621600,1145,5422,6230,1953,Projection
61,Kiowa,2048,1310,-5,14,16,-3,Projection
63,Kit Carson,2048,7203,11,73,71,9,Projection
65,Lake,2048,8718,36,97,46,-15,Projection
67,La Plata,2048,62162,206,432,791,565,Projection
69,Larimer,2048,439734,2495,3369,4524,3650,Projection
71,Las Animas,2048,11631,-196,70,187,-79,Projection
73,Lincoln,2048,5677,5,42,49,12,Projection
75,Logan,2048,20380,-44,157,243,43,Projection
77,Mesa,2048,187243,647,1144,3237,2740,Projection
79,Mineral,2048,885,-6,4,15,5,Projection
81,Moffat,2048,13015,-10,138,109,-39,Projection
83,Montezuma,2048,26698,-21,168,385,196,Projection
85,Montrose,2048,51332,137,402,729,464,Projection
87,Morgan,2048,33605,122,370,354,106,Projection
89,Otero,2048,15473,-116,142,198,-60,Projection
91,Ouray,2048,5824,54,38,60,76,Projection
93,Park,2048,20360,26,141,250,136,Projection
95,Phillips,2048,4431,-6,46,44,-8,Projection
97,Pitkin,2048,16682,30,112,80,-2,Projection
99,Prowers,2048,11320,-43,104,129,-18,Projection
101,Pueblo,2048,170410,-336,910,2875,1629,Projection
103,Rio Blanco,2048,5643,-51,30,57,-24,Projection
105,Rio Grande,2048,9639,-112,73,130,-55,Projection
107,Routt,2048,28678,62,222,301,142,Projection
109,Saguache,2048,6866,3,48,96,51,Projection
111,San Juan,2048,848,1,5,6,2,Projection
113,San Miguel,2048,9624,52,83,37,6,Projection
115,Sedgwick,2048,2146,0,20,27,8,Projection
117,Summit,2048,34133,115,262,123,-24,Projection
119,Teller,2048,25611,73,162,408,319,Projection
121,Washington,2048,4098,-36,34,43,-26,Projection
123,Weld,2048,527182,6105,5018,4354,5442,Projection
125,Yuma,2048,9678,-32,113,101,-44,Projection
0,Colorado,2049,7168417,37912,63642,65433,39703,Projection
1,Adams,2049,706337,5924,7108,6205,5021,Projection
3,Alamosa,2049,17411,26,174,191,43,Projection
5,Arapahoe,2049,818275,5769,8565,6468,3671,Projection
7,Archuleta,2049,17148,137,98,194,233,Projection
9,Baca,2049,3307,-1,35,38,2,Projection
11,Bent,2049,5396,-19,25,56,12,Projection
13,Boulder,2049,360637,425,2615,3528,1338,Projection
14,Broomfield,2049,106416,1051,683,932,1300,Projection
15,Chaffee,2049,22044,-50,115,329,164,Projection
17,Cheyenne,2049,1536,-15,15,18,-12,Projection
19,Clear Creek,2049,10018,18,84,91,25,Projection
21,Conejos,2049,7621,-17,75,81,-12,Projection
23,Costilla,2049,3187,-24,21,49,4,Projection
25,Crowley,2049,5909,16,36,45,25,Projection
27,Custer,2049,6712,69,49,88,108,Projection
29,Delta,2049,37050,158,262,569,465,Projection
31,Denver,2049,832504,1798,8038,6179,-61,Projection
33,Dolores,2049,2085,1,15,17,3,Projection
35,Douglas,2049,546436,4282,4195,4613,4700,Projection
37,Eagle,2049,67862,600,614,225,210,Projection
39,Elbert,2049,34041,-33,248,337,55,Projection
41,El Paso,2049,959551,6404,9564,6935,3776,Projection
43,Fremont,2049,51224,179,297,657,539,Projection
45,Garfield,2049,82646,584,851,706,440,Projection
47,Gilpin,2049,6797,28,54,60,33,Projection
49,Grand,2049,18989,90,157,96,29,Projection
51,Gunnison,2049,19603,94,146,110,58,Projection
53,Hinsdale,2049,740,2,6,5,0,Projection
55,Huerfano,2049,5579,-41,35,101,25,Projection
57,Jackson,2049,1054,-7,8,13,-3,Projection
59,Jefferson,2049,622736,1137,5389,6241,1988,Projection
61,Kiowa,2049,1305,-5,14,16,-3,Projection
63,Kit Carson,2049,7215,12,72,70,10,Projection
65,Lake,2049,8751,33,96,47,-16,Projection
67,La Plata,2049,62382,220,434,795,581,Projection
69,Larimer,2049,442250,2517,3361,4560,3716,Projection
71,Las Animas,2049,11435,-196,68,184,-80,Projection
73,Lincoln,2049,5682,5,42,49,12,Projection
75,Logan,2049,20332,-48,153,243,42,Projection
77,Mesa,2049,187926,683,1157,3276,2802,Projection
79,Mineral,2049,879,-6,4,15,5,Projection
81,Moffat,2049,13001,-14,136,109,-41,Projection
83,Montezuma,2049,26682,-16,166,385,203,Projection
85,Montrose,2049,51460,128,401,734,461,Projection
87,Morgan,2049,33733,128,369,356,114,Projection
89,Otero,2049,15354,-119,140,196,-63,Projection
91,Ouray,2049,5880,57,38,61,79,Projection
93,Park,2049,20385,25,141,250,134,Projection
95,Phillips,2049,4424,-7,45,44,-8,Projection
97,Pitkin,2049,16714,32,112,80,0,Projection
99,Prowers,2049,11274,-45,102,128,-19,Projection
101,Pueblo,2049,170088,-321,900,2900,1679,Projection
103,Rio Blanco,2049,5591,-52,29,56,-25,Projection
105,Rio Grande,2049,9519,-119,71,128,-62,Projection
107,Routt,2049,28730,52,220,303,135,Projection
109,Saguache,2049,6869,3,48,96,52,Projection
111,San Juan,2049,849,1,5,6,2,Projection
113,San Miguel,2049,9671,47,82,38,3,Projection
115,Sedgwick,2049,2146,0,20,27,7,Projection
117,Summit,2049,34244,111,261,125,-26,Projection
119,Teller,2049,25695,84,162,410,331,Projection
121,Washington,2049,4063,-36,33,43,-26,Projection
123,Weld,2049,533393,6211,5070,4430,5571,Projection
125,Yuma,2049,9643,-35,112,101,-46,Projection
0,Colorado,2050,7205047,36630,63452,65908,39086,Projection
1,Adams,2050,712139,5802,7102,6281,4981,Projection
3,Alamosa,2050,17436,25,172,190,43,Projection
5,Arapahoe,2050,823938,5663,8541,6513,3636,Projection
7,Archuleta,2050,17280,132,98,195,229,Projection
9,Baca,2050,3306,-1,34,37,2,Projection
11,Bent,2050,5376,-19,25,56,12,Projection
13,Boulder,2050,360910,273,2578,3550,1245,Projection
14,Broomfield,2050,107494,1078,721,943,1300,Projection
15,Chaffee,2050,21988,-56,114,329,159,Projection
17,Cheyenne,2050,1520,-16,15,18,-12,Projection
19,Clear Creek,2050,10030,12,84,90,18,Projection
21,Conejos,2050,7603,-18,74,80,-13,Projection
23,Costilla,2050,3163,-24,20,48,4,Projection
25,Crowley,2050,5925,16,36,45,25,Projection
27,Custer,2050,6779,67,50,89,106,Projection
29,Delta,2050,37200,150,262,570,459,Projection
31,Denver,2050,834260,1757,7987,6202,-28,Projection
33,Dolores,2050,2087,1,15,17,3,Projection
35,Douglas,2050,550552,4116,4174,4708,4650,Projection
37,Eagle,2050,68442,581,610,228,198,Projection
39,Elbert,2050,34008,-33,251,338,55,Projection
41,El Paso,2050,965622,6071,9508,6973,3537,Projection
43,Fremont,2050,51409,184,296,658,546,Projection
45,Garfield,2050,83161,515,840,710,385,Projection
47,Gilpin,2050,6825,28,55,60,33,Projection
49,Grand,2050,19078,89,156,95,27,Projection
51,Gunnison,2050,19695,92,146,110,56,Projection
53,Hinsdale,2050,742,1,6,5,0,Projection
55,Huerfano,2050,5541,-38,35,99,26,Projection
57,Jackson,2050,1047,-7,8,12,-3,Projection
59,Jefferson,2050,623814,1077,5353,6243,1967,Projection
61,Kiowa,2050,1300,-5,14,16,-3,Projection
63,Kit Carson,2050,7227,12,71,70,11,Projection
65,Lake,2050,8784,33,95,47,-16,Projection
67,La Plata,2050,62598,216,435,798,579,Projection
69,Larimer,2050,444673,2423,3353,4589,3659,Projection
71,Las Animas,2050,11243,-192,67,181,-78,Projection
73,Lincoln,2050,5687,4,41,49,12,Projection
